timestamp,ip,label,status,response_time_ms
2025-10-17 01:46:37,10.59.249.199,My Laptop,online,0.28
2025-10-17 01:47:07,8.8.8.8,Google DNS,online,57.28
2025-10-17 01:47:07,1.1.1.1,Cloudflare DNS,online,40.93
2025-10-17 01:47:07,10.59.249.15,Geethika's Laptop,online,6.77
2025-10-17 01:47:07,10.59.249.199,My Laptop,online,0.49
2025-10-17 01:47:37,8.8.8.8,Google DNS,online,82.1
2025-10-17 01:47:37,1.1.1.1,Cloudflare DNS,online,77.81
2025-10-17 01:47:37,10.59.249.15,Geethika's Laptop,online,10.64
2025-10-17 01:47:37,10.59.249.199,My Laptop,online,0.78
2025-10-17 01:48:07,8.8.8.8,Google DNS,online,81.38
2025-10-17 01:48:07,1.1.1.1,Cloudflare DNS,online,51.4
2025-10-17 01:48:07,10.59.249.15,Geethika's Laptop,online,13.22
2025-10-17 01:48:08,10.59.249.199,My Laptop,online,0.28
2025-10-17 01:48:38,8.8.8.8,Google DNS,online,78.38
2025-10-17 01:48:38,1.1.1.1,Cloudflare DNS,online,77.89
2025-10-17 01:48:38,10.59.249.15,Geethika's Laptop,online,3.63
2025-10-17 01:48:38,10.59.249.199,My Laptop,online,0.42
2025-10-17 01:49:08,8.8.8.8,Google DNS,online,63.16
2025-10-17 01:49:08,1.1.1.1,Cloudflare DNS,online,76.59
2025-10-17 01:49:08,10.59.249.15,Geethika's Laptop,online,51.32
2025-10-17 01:49:08,10.59.249.199,My Laptop,online,0.55
2025-10-17 01:49:38,8.8.8.8,Google DNS,online,94.08
2025-10-17 01:49:38,1.1.1.1,Cloudflare DNS,online,46.42
2025-10-17 01:49:38,10.59.249.15,Geethika's Laptop,online,51.29
2025-10-17 01:49:38,10.59.249.199,My Laptop,online,0.57
2025-10-17 01:50:08,8.8.8.8,Google DNS,online,52.53
2025-10-17 01:50:08,1.1.1.1,Cloudflare DNS,online,41.31
2025-10-17 01:50:08,10.59.249.15,Geethika's Laptop,online,90.42
2025-10-17 01:50:08,10.59.249.199,My Laptop,online,0.46
2025-10-17 01:50:38,8.8.8.8,Google DNS,online,75.0
2025-10-17 01:50:38,1.1.1.1,Cloudflare DNS,online,39.25
2025-10-17 01:50:39,10.59.249.15,Geethika's Laptop,online,76.75
2025-10-17 01:50:39,10.59.249.199,My Laptop,online,0.84
2025-10-17 01:51:09,8.8.8.8,Google DNS,online,54.08
2025-10-17 01:51:09,1.1.1.1,Cloudflare DNS,online,49.98
2025-10-17 01:51:09,10.59.249.15,Geethika's Laptop,online,73.52
2025-10-17 01:51:09,10.59.249.199,My Laptop,online,0.25
2025-10-17 01:51:39,8.8.8.8,Google DNS,online,68.67
2025-10-17 01:51:39,1.1.1.1,Cloudflare DNS,online,76.33
2025-10-17 01:51:39,10.59.249.15,Geethika's Laptop,online,52.51
2025-10-17 01:51:39,10.59.249.199,My Laptop,online,0.27
2025-10-17 01:52:09,8.8.8.8,Google DNS,online,53.53
2025-10-17 01:52:09,1.1.1.1,Cloudflare DNS,online,46.21
2025-10-17 01:52:11,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 01:52:11,10.59.249.199,My Laptop,online,0.46
2025-10-17 01:52:41,8.8.8.8,Google DNS,online,52.4
2025-10-17 01:52:41,1.1.1.1,Cloudflare DNS,online,48.8
2025-10-17 01:52:43,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 01:52:43,10.59.249.199,My Laptop,online,0.3
2025-10-17 01:53:13,8.8.8.8,Google DNS,online,53.47
2025-10-17 01:53:13,1.1.1.1,Cloudflare DNS,online,45.83
2025-10-17 01:53:15,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 01:53:15,10.59.249.199,My Laptop,online,0.33
2025-10-17 01:53:55,8.8.8.8,Google DNS,online,72.46
2025-10-17 01:53:55,1.1.1.1,Cloudflare DNS,online,51.18
2025-10-17 01:53:57,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 01:53:57,10.59.249.199,My Laptop,online,0.27
2025-10-17 01:54:38,8.8.8.8,Google DNS,online,87.33
2025-10-17 01:54:38,1.1.1.1,Cloudflare DNS,online,38.55
2025-10-17 01:54:40,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 01:54:40,10.59.249.199,My Laptop,online,0.29
2025-10-17 01:55:10,8.8.8.8,Google DNS,online,59.08
2025-10-17 01:55:10,1.1.1.1,Cloudflare DNS,online,42.59
2025-10-17 01:55:12,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 01:55:12,10.59.249.199,My Laptop,online,1.09
2025-10-17 03:05:39,8.8.8.8,Google DNS,online,85.55
2025-10-17 03:05:39,1.1.1.1,Cloudflare DNS,online,220.05
2025-10-17 03:05:39,10.59.249.15,Geethika's Laptop,online,39.37
2025-10-17 03:05:39,10.59.249.199,My Laptop,online,0.9
2025-10-17 03:06:09,8.8.8.8,Google DNS,online,194.79
2025-10-17 03:06:09,1.1.1.1,Cloudflare DNS,online,204.86
2025-10-17 03:06:09,10.59.249.15,Geethika's Laptop,online,80.79
2025-10-17 03:06:09,10.59.249.199,My Laptop,online,0.84
2025-10-17 03:06:39,8.8.8.8,Google DNS,online,46.32
2025-10-17 03:06:39,1.1.1.1,Cloudflare DNS,online,60.65
2025-10-17 03:06:39,10.59.249.15,Geethika's Laptop,online,6.44
2025-10-17 03:06:40,10.59.249.199,My Laptop,online,1.24
2025-10-17 03:07:10,8.8.8.8,Google DNS,online,66.82
2025-10-17 03:07:10,1.1.1.1,Cloudflare DNS,online,70.59
2025-10-17 03:07:10,10.59.249.15,Geethika's Laptop,online,25.1
2025-10-17 03:07:10,10.59.249.199,My Laptop,online,2.11
2025-10-17 03:07:40,8.8.8.8,Google DNS,online,96.27
2025-10-17 03:07:40,1.1.1.1,Cloudflare DNS,online,59.2
2025-10-17 03:07:40,10.59.249.15,Geethika's Laptop,online,6.52
2025-10-17 03:07:40,10.59.249.199,My Laptop,online,1.24
2025-10-17 03:08:10,8.8.8.8,Google DNS,online,43.26
2025-10-17 03:08:10,1.1.1.1,Cloudflare DNS,online,49.35
2025-10-17 03:08:10,10.59.249.15,Geethika's Laptop,online,13.52
2025-10-17 03:08:10,10.59.249.199,My Laptop,online,0.24
2025-10-17 03:08:40,8.8.8.8,Google DNS,online,39.13
2025-10-17 03:08:40,1.1.1.1,Cloudflare DNS,online,70.56
2025-10-17 03:08:40,10.59.249.15,Geethika's Laptop,online,108.85
2025-10-17 03:08:40,10.59.249.199,My Laptop,online,0.43
2025-10-17 03:09:10,8.8.8.8,Google DNS,online,70.17
2025-10-17 03:09:10,1.1.1.1,Cloudflare DNS,online,63.23
2025-10-17 03:09:10,10.59.249.15,Geethika's Laptop,online,33.61
2025-10-17 03:09:11,10.59.249.199,My Laptop,online,2.53
2025-10-17 03:09:41,8.8.8.8,Google DNS,online,69.49
2025-10-17 03:09:41,1.1.1.1,Cloudflare DNS,online,55.35
2025-10-17 03:09:41,10.59.249.15,Geethika's Laptop,online,8.67
2025-10-17 03:09:41,10.59.249.199,My Laptop,online,1.03
2025-10-17 03:10:11,8.8.8.8,Google DNS,online,53.5
2025-10-17 03:10:11,1.1.1.1,Cloudflare DNS,online,50.03
2025-10-17 03:10:11,10.59.249.15,Geethika's Laptop,online,79.14
2025-10-17 03:10:11,10.59.249.199,My Laptop,online,0.91
2025-10-17 03:10:41,8.8.8.8,Google DNS,online,41.26
2025-10-17 03:10:41,1.1.1.1,Cloudflare DNS,online,49.81
2025-10-17 03:10:41,10.59.249.15,Geethika's Laptop,online,110.85
2025-10-17 03:10:41,10.59.249.199,My Laptop,online,0.68
2025-10-17 03:11:11,8.8.8.8,Google DNS,online,54.13
2025-10-17 03:11:11,1.1.1.1,Cloudflare DNS,online,38.43
2025-10-17 03:11:11,10.59.249.15,Geethika's Laptop,online,52.43
2025-10-17 03:11:11,10.59.249.199,My Laptop,online,0.68
2025-10-17 03:11:42,8.8.8.8,Google DNS,online,68.67
2025-10-17 03:11:42,1.1.1.1,Cloudflare DNS,online,120.15
2025-10-17 03:11:44,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:11:44,10.59.249.199,My Laptop,online,3.45
2025-10-17 03:12:14,8.8.8.8,Google DNS,online,64.99
2025-10-17 03:12:14,1.1.1.1,Cloudflare DNS,online,41.46
2025-10-17 03:12:16,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:12:16,10.59.249.199,My Laptop,online,2.1
2025-10-17 03:12:46,8.8.8.8,Google DNS,online,48.12
2025-10-17 03:12:46,1.1.1.1,Cloudflare DNS,online,70.0
2025-10-17 03:12:48,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:12:48,10.59.249.199,My Laptop,online,0.77
2025-10-17 03:13:39,8.8.8.8,Google DNS,online,48.05
2025-10-17 03:13:39,1.1.1.1,Cloudflare DNS,online,51.26
2025-10-17 03:13:39,10.59.249.15,Geethika's Laptop,online,7.32
2025-10-17 03:13:39,10.59.249.199,My Laptop,online,0.51
2025-10-17 03:14:09,8.8.8.8,Google DNS,online,41.76
2025-10-17 03:14:10,1.1.1.1,Cloudflare DNS,online,60.6
2025-10-17 03:14:10,10.59.249.15,Geethika's Laptop,online,74.13
2025-10-17 03:14:10,10.59.249.199,My Laptop,online,0.75
2025-10-17 03:14:40,8.8.8.8,Google DNS,online,55.42
2025-10-17 03:14:40,1.1.1.1,Cloudflare DNS,online,43.66
2025-10-17 03:14:40,10.59.249.15,Geethika's Laptop,online,65.13
2025-10-17 03:14:40,10.59.249.199,My Laptop,online,1.3
2025-10-17 03:15:10,8.8.8.8,Google DNS,online,45.37
2025-10-17 03:15:10,1.1.1.1,Cloudflare DNS,online,60.44
2025-10-17 03:15:10,10.59.249.15,Geethika's Laptop,online,4.68
2025-10-17 03:15:10,10.59.249.199,My Laptop,online,1.18
2025-10-17 03:15:40,8.8.8.8,Google DNS,online,89.19
2025-10-17 03:15:40,1.1.1.1,Cloudflare DNS,online,171.75
2025-10-17 03:15:40,10.59.249.15,Geethika's Laptop,online,5.39
2025-10-17 03:15:40,10.59.249.199,My Laptop,online,1.23
2025-10-17 03:16:10,8.8.8.8,Google DNS,online,84.77
2025-10-17 03:16:11,1.1.1.1,Cloudflare DNS,online,78.01
2025-10-17 03:16:11,10.59.249.15,Geethika's Laptop,online,87.11
2025-10-17 03:16:11,10.59.249.199,My Laptop,online,1.13
2025-10-17 03:16:41,8.8.8.8,Google DNS,online,109.73
2025-10-17 03:16:41,1.1.1.1,Cloudflare DNS,online,116.57
2025-10-17 03:16:41,10.59.249.15,Geethika's Laptop,online,5.6
2025-10-17 03:16:41,10.59.249.199,My Laptop,online,1.03
2025-10-17 03:17:11,8.8.8.8,Google DNS,online,85.17
2025-10-17 03:17:11,1.1.1.1,Cloudflare DNS,online,78.79
2025-10-17 03:17:11,10.59.249.15,Geethika's Laptop,online,5.22
2025-10-17 03:17:11,10.59.249.199,My Laptop,online,1.2
2025-10-17 03:17:41,8.8.8.8,Google DNS,online,105.27
2025-10-17 03:17:41,1.1.1.1,Cloudflare DNS,online,89.12
2025-10-17 03:17:41,10.59.249.15,Geethika's Laptop,online,7.29
2025-10-17 03:17:41,10.59.249.199,My Laptop,online,0.85
2025-10-17 03:18:12,8.8.8.8,Google DNS,online,83.75
2025-10-17 03:18:12,1.1.1.1,Cloudflare DNS,online,75.51
2025-10-17 03:18:12,10.59.249.15,Geethika's Laptop,online,6.49
2025-10-17 03:18:12,10.59.249.199,My Laptop,online,1.16
2025-10-17 03:18:42,8.8.8.8,Google DNS,online,75.85
2025-10-17 03:18:42,1.1.1.1,Cloudflare DNS,online,92.13
2025-10-17 03:18:42,10.59.249.15,Geethika's Laptop,online,4.94
2025-10-17 03:18:42,10.59.249.199,My Laptop,online,1.51
2025-10-17 03:19:12,8.8.8.8,Google DNS,online,108.38
2025-10-17 03:19:12,1.1.1.1,Cloudflare DNS,online,99.47
2025-10-17 03:19:12,10.59.249.15,Geethika's Laptop,online,4.91
2025-10-17 03:19:12,10.59.249.199,My Laptop,online,1.21
2025-10-17 03:19:42,8.8.8.8,Google DNS,online,49.99
2025-10-17 03:19:42,1.1.1.1,Cloudflare DNS,online,108.53
2025-10-17 03:19:42,10.59.249.15,Geethika's Laptop,online,8.94
2025-10-17 03:19:42,10.59.249.199,My Laptop,online,1.33
2025-10-17 03:20:12,8.8.8.8,Google DNS,online,47.65
2025-10-17 03:20:13,1.1.1.1,Cloudflare DNS,online,73.23
2025-10-17 03:20:13,10.59.249.15,Geethika's Laptop,online,5.53
2025-10-17 03:20:13,10.59.249.199,My Laptop,online,1.24
2025-10-17 03:20:43,8.8.8.8,Google DNS,online,56.15
2025-10-17 03:20:43,1.1.1.1,Cloudflare DNS,online,83.32
2025-10-17 03:20:43,10.59.249.15,Geethika's Laptop,online,5.34
2025-10-17 03:20:43,10.59.249.199,My Laptop,online,1.24
2025-10-17 03:21:13,8.8.8.8,Google DNS,online,78.6
2025-10-17 03:21:13,1.1.1.1,Cloudflare DNS,online,73.39
2025-10-17 03:21:13,10.59.249.15,Geethika's Laptop,online,5.79
2025-10-17 03:21:13,10.59.249.199,My Laptop,online,1.14
2025-10-17 03:21:45,8.8.8.8,Google DNS,offline,
2025-10-17 03:21:47,1.1.1.1,Cloudflare DNS,offline,
2025-10-17 03:21:47,10.59.249.15,Geethika's Laptop,online,46.73
2025-10-17 03:21:47,10.59.249.199,My Laptop,online,1.2
2025-10-17 03:22:17,8.8.8.8,Google DNS,online,171.92
2025-10-17 03:22:19,1.1.1.1,Cloudflare DNS,offline,
2025-10-17 03:22:19,10.59.249.15,Geethika's Laptop,online,19.15
2025-10-17 03:22:19,10.59.249.199,My Laptop,online,1.25
2025-10-17 03:22:51,8.8.8.8,Google DNS,offline,
2025-10-17 03:22:53,1.1.1.1,Cloudflare DNS,offline,
2025-10-17 03:22:53,10.59.249.15,Geethika's Laptop,online,8.65
2025-10-17 03:22:53,10.59.249.199,My Laptop,online,1.07
2025-10-17 03:23:26,8.8.8.8,Google DNS,offline,
2025-10-17 03:23:28,1.1.1.1,Cloudflare DNS,offline,
2025-10-17 03:23:28,10.59.249.15,Geethika's Laptop,online,50.71
2025-10-17 03:23:28,10.59.249.199,My Laptop,online,1.0
2025-10-17 03:24:00,8.8.8.8,Google DNS,offline,
2025-10-17 03:24:02,1.1.1.1,Cloudflare DNS,offline,
2025-10-17 03:24:02,10.59.249.15,Geethika's Laptop,online,4.36
2025-10-17 03:24:02,10.59.249.199,My Laptop,online,1.02
2025-10-17 03:24:32,8.8.8.8,Google DNS,online,23.74
2025-10-17 03:24:32,1.1.1.1,Cloudflare DNS,online,21.2
2025-10-17 03:24:34,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:24:36,10.59.249.199,My Laptop,offline,
2025-10-17 03:25:06,8.8.8.8,Google DNS,online,18.46
2025-10-17 03:25:06,1.1.1.1,Cloudflare DNS,online,16.72
2025-10-17 03:25:08,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:25:10,10.59.249.199,My Laptop,offline,
2025-10-17 03:25:40,8.8.8.8,Google DNS,online,22.89
2025-10-17 03:25:40,1.1.1.1,Cloudflare DNS,online,16.8
2025-10-17 03:25:42,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:25:44,10.59.249.199,My Laptop,offline,
2025-10-17 03:26:34,8.8.8.8,Google DNS,online,21.79
2025-10-17 03:26:34,1.1.1.1,Cloudflare DNS,online,16.56
2025-10-17 03:26:36,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:26:38,10.59.249.199,My Laptop,offline,
2025-10-17 03:27:28,8.8.8.8,Google DNS,online,79.21
2025-10-17 03:27:28,1.1.1.1,Cloudflare DNS,online,72.96
2025-10-17 03:27:30,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:27:32,10.59.249.199,My Laptop,offline,
2025-10-17 03:28:02,8.8.8.8,Google DNS,online,20.28
2025-10-17 03:28:02,1.1.1.1,Cloudflare DNS,online,14.65
2025-10-17 03:28:04,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:28:06,10.59.249.199,My Laptop,offline,
2025-10-17 03:28:37,8.8.8.8,Google DNS,online,40.94
2025-10-17 03:28:37,1.1.1.1,Cloudflare DNS,online,32.6
2025-10-17 03:28:39,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:28:41,10.59.249.199,My Laptop,offline,
2025-10-17 03:29:11,8.8.8.8,Google DNS,online,22.9
2025-10-17 03:29:11,1.1.1.1,Cloudflare DNS,online,16.39
2025-10-17 03:29:13,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:29:15,10.59.249.199,My Laptop,offline,
2025-10-17 03:29:45,8.8.8.8,Google DNS,online,17.97
2025-10-17 03:29:45,1.1.1.1,Cloudflare DNS,online,14.81
2025-10-17 03:29:47,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:29:49,10.59.249.199,My Laptop,offline,
2025-10-17 03:30:19,8.8.8.8,Google DNS,online,23.15
2025-10-17 03:30:19,1.1.1.1,Cloudflare DNS,online,50.83
2025-10-17 03:30:21,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:30:23,10.59.249.199,My Laptop,offline,
2025-10-17 03:30:53,8.8.8.8,Google DNS,online,19.12
2025-10-17 03:30:53,1.1.1.1,Cloudflare DNS,online,17.55
2025-10-17 03:30:55,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:30:57,10.59.249.199,My Laptop,offline,
2025-10-17 03:31:27,8.8.8.8,Google DNS,online,24.05
2025-10-17 03:31:27,1.1.1.1,Cloudflare DNS,online,15.84
2025-10-17 03:31:29,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:31:31,10.59.249.199,My Laptop,offline,
2025-10-17 03:32:01,8.8.8.8,Google DNS,online,21.12
2025-10-17 03:32:01,1.1.1.1,Cloudflare DNS,online,16.96
2025-10-17 03:32:03,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:32:05,10.59.249.199,My Laptop,offline,
2025-10-17 03:32:35,8.8.8.8,Google DNS,online,41.16
2025-10-17 03:32:35,1.1.1.1,Cloudflare DNS,online,15.46
2025-10-17 03:32:37,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:32:39,10.59.249.199,My Laptop,offline,
2025-10-17 03:33:09,8.8.8.8,Google DNS,online,22.51
2025-10-17 03:33:09,1.1.1.1,Cloudflare DNS,online,15.57
2025-10-17 03:33:11,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:33:14,10.59.249.199,My Laptop,offline,
2025-10-17 03:33:44,8.8.8.8,Google DNS,online,21.65
2025-10-17 03:33:44,1.1.1.1,Cloudflare DNS,online,15.85
2025-10-17 03:33:46,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:33:48,10.59.249.199,My Laptop,offline,
2025-10-17 03:34:18,8.8.8.8,Google DNS,online,45.39
2025-10-17 03:34:18,1.1.1.1,Cloudflare DNS,online,72.69
2025-10-17 03:34:20,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:34:22,10.59.249.199,My Laptop,offline,
2025-10-17 03:34:52,8.8.8.8,Google DNS,online,23.53
2025-10-17 03:34:52,1.1.1.1,Cloudflare DNS,online,23.58
2025-10-17 03:34:54,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:34:56,10.59.249.199,My Laptop,offline,
2025-10-17 03:35:26,8.8.8.8,Google DNS,online,47.6
2025-10-17 03:35:26,1.1.1.1,Cloudflare DNS,online,18.04
2025-10-17 03:35:28,10.59.249.15,Geethika's Laptop,offline,
2025-10-17 03:35:30,10.59.249.199,My Laptop,offline,
